id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
77,"下列關於新版脂肪肝疾病命名與臨床診斷敘述,何者為錯誤?","(A) 非酒精性脂肪肝“nonalcoholic fatty liver disease”與肥胖,糖尿病或高脂血症相關的特徵為特徵。","(B) 酒精性脂肪性與非酒精性脂肪肝肝臟組織學切片類似,較無法明確區分確診。","(C) 毎週飲酒量女性<140克/週,男性<210克/週之脂肪肝病嫌可診斷為 Metabolic (dysfunction)- associated steatotic liver disease (MASLD)。","(D) 脂肪性肝炎肝臟組織學可能顯示肝細胞氣球樣變性,輕度瀰漫性小葉混合急性和慢性炎症。",C,"(C)錯誤。最新的國際指南中，MASLD的診斷核心是「具有肝臟脂肪變性(steatosis)，加上具備至少一項心血管代謝風險因子(cardiometabolic risk factors)」，並非單純靠飲酒量來開立診斷。每週飲酒量超標(女>140g, 男>210g)但同時符合代謝異常者，應歸類在全新的中介分類——MetALD。",非病毒性肝炎,戴嘉言,"📖 chatGPT 學長背景知識

新版脂肪肝疾病的命名與診斷標準已經有所調整，特別是對於非酒精性脂肪肝（NAFLD）和酒精性脂肪肝（AFLD）的區分。以下是關鍵觀念：

- 『非酒精性脂肪肝病』（NAFLD）與『肥胖』、、『糖尿病』及『高脂血症』等代謝性疾病密切相關。
- 『酒精性脂肪肝』與『非酒精性脂肪肝』在組織學上相似，確診上較為困難，需依賴病史及其他檢查。
- 根據最新指引，若每週飲酒量女性少於『140克』、男性少於『210克』，可考慮診斷為『代謝相關脂肪肝病』（MASLD），這是對於脂肪肝病的一種新定義。
- 脂肪性肝炎的組織學特徵包括『肝細胞氣球樣變性』及『輕度瀰漫性小葉混合急性和慢性炎症』。

綜合以上觀點，選項C的描述是正確的，因為它符合最新的診斷標準，而其他選項則未能準確反映這些標準。因此，選項C為正確選擇，且其他選項的敘述相對正確。"
78,"關於消化道內視鏡的學術/臨床描述,下列何者為非?",(A)是消化道黏膜疾病診斷率最高的醫療技術,"(B)雖為微創診治技術,但仍有風險,需患者同意","(C)可於麻醉或非麻醉下進行,視患者意願與處置複雜度而定","(D)為避免交叉感染疑慮,內視鏡及醫材皆單次使用後即予拋棄",D,內視鏡主機與管身昂貴，臨床上是在每次使用後，依照嚴格的感控規範經過高規格、多道程序的「化學高階消毒與清洗（High-level disinfection）」後重複循環使用，並非單次拋棄式醫材。僅部分切片夾等細部耗材為單次使用。,進階消化系內視鏡,許文鴻,"📖 chatGPT 學長背景知識

消化道內視鏡是一種重要的診斷與治療工具，廣泛應用於消化系統疾病的檢查。以下是關於內視鏡的幾個核心觀念：

- 內視鏡技術在診斷『消化道黏膜疾病』方面具有高『敏感性』和『特異性』，但並非唯一的診斷方法。
- 雖然內視鏡屬於『微創』技術，但仍存在『併發症』風險，如出血、穿孔等，因此需取得患者的『知情同意』。
- 內視鏡檢查可在『麻醉』或『非麻醉』下進行，具體取決於患者的『意願』及『檢查複雜度』。
- 關於內視鏡及醫材的使用，雖然有『交叉感染』的風險，但目前的標準是對內視鏡進行『消毒』而非單次使用後拋棄，因為內視鏡本身是可重複使用的醫療器械。

綜合上述，選項D的描述不正確，因為內視鏡及醫材並非『單次使用後即予拋棄』，而是經過適當的消毒程序後可重複使用。"
79,"關於影像強化內視鏡(Image Enhanced Endoscopy, IEE)之敘述,下列何者有誤?","(A)以化學或光學方法,凸顯消化道黏膜正常與異常組織間的差異",(B)可增加消化道黏膜疾病的偵測率,(C)輔助消化道黏膜早期癌邊界的判定、侵犯深度的評估,(D)可用於黏膜下腫瘤深度的判定,D,"影像強化內視鏡（如 NBI、藍光、化學染色等）的核心機制是強化「表面黏膜層（Mucosa）」的微細血管與腺體開口構造。而黏膜下腫瘤（Submucosal tumor, 如 GIST、平滑肌瘤）深埋在黏膜基底下方，IEE 完全無法穿透，必須仰賴超音波內視鏡（EUS）才能判定深度。",進階消化系內視鏡,許文鴻,"📖 chatGPT 學長背景知識  
影像強化內視鏡（Image Enhanced Endoscopy, IEE）是一種先進的內視鏡技術，透過化學或光學方法來增強消化道黏膜的影像，以便更清楚地辨識正常與異常組織之間的差異。

核心觀念：  
- IEE技術可『提高』消化道黏膜疾病的『偵測率』，特別是在早期病變的識別上。  
- 它能『輔助』判定早期癌症的『邊界』及『侵犯深度』，對於癌症的早期診斷至關重要。  
- 然而，IEE的主要應用是針對『表層』病變，對於『黏膜下腫瘤』的深度判定則存在限制，因為這類腫瘤的特徵不易透過表面影像來評估。

因此，選項(D)「可用於黏膜下腫瘤深度的判定」是錯誤的，因為IEE不適合用來評估黏膜下腫瘤的深度，這是其應用上的一個限制。"
80,"關於胃腺癌(adenocarcinoma)的臨床症狀和治療,下列何者不正確?","(A)免疫療法在轉移性胃癌的療效顯著,近年的研究已證實可作為一線治療",(B)台灣及日本等國胃癌的標準術式是胃切除併 D2淋巴結摘除,"(C)在左鎖骨上出現大淋巴結,即可判斷是晚期胃癌出現的Virchow's node",(D)胃癌起初的症狀和其他胃部疾病如潰瘍、消化不良等不易區分,C,雖然左鎖骨上淋巴結腫大（Virchow's node）是晚期胃癌轉移的經典特徵，但並非看到此處腫大就「即可判斷」必然是胃癌引起。肺癌、食道癌、胰臟癌、腎癌及淋巴瘤等多種惡性腫瘤，皆有同等機率轉移至左鎖骨上。臨床上必須靠切片確診。,胃腫瘤,吳宜珍,"📖 chatGPT 學長背景知識  
胃腺癌（adenocarcinoma）是最常見的胃癌類型，臨床症狀常包括『上腹痛』、『食慾減退』、『體重減輕』及『消化不良』等，這些症狀與其他胃部疾病如潰瘍相似，常使早期診斷困難。治療方面，『手術切除』是早期胃癌的主要治療方式，通常包括『D2淋巴結摘除』，這在台灣及日本等地已成為標準術式。對於轉移性胃癌，『免疫療法』的研究顯示其療效逐漸受到重視，但目前仍未普遍認可為一線治療。至於『Virchow's node』，左鎖骨上淋巴結腫大確實是晚期胃癌的常見表現，提示可能存在腹部腫瘤的轉移。因此，選項C的描述是正確的，其他選項的陳述則存在不正確之處，特別是關於免疫療法的應用。"
81,"關於惡性胃腫瘤分類與 Lauren 組織學分型的敘述,哪一項組合正確? (1)胃淋巴癌(lymphoma)是第二常見的惡性胃腫瘤。(2)胃間質瘤(GIST)屬於非上皮起源,內視鏡下常表現為黏膜下腫瘤。(3)diffuse type 胃腺癌與遺傳較無關。(4)intestinal type 胃腺癌好發在胃的近端,diffuse type 則多在遠端。",(A) (1)+(2),(B) (1)+(2)+(4),(C) (2)+(3)+(4),(D) (1)+(2)+(3)+(4),A,(1)(2)敘述完全正確。(3)相比之下，彌漫型胃癌（Diffuse type）多伴隨 E-cadherin (CDH1基因) 的表達缺失，與「家族性遺傳」關聯性顯著較高。(4)配對完全相反，Intestinal type 好發於胃竇等遠端位置；Diffuse type 則多好發於近端（近賁門處），且常進展成皮革胃（Linitis plastica），預後極差。,胃腫瘤,吳宜珍,"📖 chatGPT 學長背景知識

- 『惡性胃腫瘤』主要包括胃腺癌、胃淋巴癌及胃間質瘤(GIST)等。
- 胃淋巴癌是『第二常見』的惡性胃腫瘤，僅次於胃腺癌。
- 胃間質瘤(GIST)屬於『非上皮起源』腫瘤，通常在內視鏡下表現為『黏膜下腫瘤』。
- 胃腺癌可分為『diffuse type』與『intestinal type』，其中diffuse type與遺傳關聯較小，主要是環境因素影響。
- Intestinal type 胃腺癌通常好發於『胃的近端』，而diffuse type則多見於『遠端』。

綜合以上觀點，選項(1)與(2)均為正確敘述，(3)關於diffuse type的遺傳性描述不正確，(4)則是對於腫瘤部位的描述有誤。因此，正確的組合為(A) (1)+(2)。"
82,"關於制酸劑 proton-pump inhibitors (PPIs),下列敘述何者錯誤?",(A)該類藥物抑制 H+/K+-ATPase 活性,"(B)半衰期約為1~4小時,故口服藥物頻率建議一天四次(QID)",(C)建議空腹服藥,(D)能調整胃酸環境從pH<2至 pH>4,B,雖然 PPIs 在血中的生物半衰期（t1/2）大約只有 1 到 2 小時，但因為它們是與胃壁細胞上的質子幫浦進行「不可逆的共價結合（Irreversible inhibition）」，其藥效可持續 24 小時以上直到新的幫浦被製造。因此，常規臨床使用頻率為「一天一次（QD）」或一天兩次，絕非一天四次。,消化系統藥理學,林凡立,"📖 chatGPT 學長背景知識  
- 『制酸劑』是用於治療胃酸相關疾病的藥物，主要包括『質子泵抑制劑』(PPIs)。  
- PPIs 主要透過抑制『H+/K+-ATPase』活性來減少胃酸分泌。  
- 雖然 PPIs 的『半衰期』約為 1~4 小時，但其『藥效持續時間』可達 24 小時，因此不需一天四次服用。  
- 建議在『空腹』時服用，以提高藥物的吸收效率。  
- PPIs 能有效調整胃酸環境，將 pH 值從『<2』調整至『>4』，這對於治療胃食道逆流及潰瘍等疾病非常重要。  

綜合以上資訊，選項 B 的說法是錯誤的，因為雖然 PPIs 的半衰期短，但其長效性使得一天一次或兩次的服用頻率已足夠，無需達到一天四次的頻率。"
83,自體免疫性胰臟炎（AIP）第二型與第一型相比，最核心的相異學術特徵為何?,(A)主要出現在老年男性，且伴隨全身多器官病變,(B)血清中 IgG4 數值通常會顯著暴增超過 2 倍以上,"(C)組織學上有著特異性的粒細胞上皮損傷（GEL, Granulocytic epithelial lesion）",(D)對於皮質類固醇（Corticosteroid）的治療完全沒有任何反應,C,第二型自體免疫性胰臟炎（Type 2 AIP）屬於局限於胰臟的特異疾病（無全身 IgG4 多器官累及），其血清 IgG4 數值通常完全正常。組織病理學上的黃金核心特徵是見到「粒細胞上皮損傷（GEL）」，且其與第一型相同，對於類固醇一線治療反應極佳。,胰臟炎,林子堯,"📖 chatGPT 學長背景知識  
自體免疫性胰臟炎（AIP）分為第一型和第二型，兩者在臨床特徵和病理學上有顯著差異。

核心觀念：  
- 第一型AIP通常與『IgG4』相關，血清中『IgG4』數值會顯著上升，且常見於中老年男性。  
- 第二型AIP則較少與『IgG4』相關，且多見於年輕男性，通常伴隨『全身多器官病變』。  
- 第二型AIP的組織學特徵為『粒細胞上皮損傷』（Granulocytic epithelial lesion, GEL），這是其診斷的重要依據。  
- 對於治療，第二型AIP對『皮質類固醇』的反應通常不如第一型顯著，但並非完全無反應。

綜合以上，第二型AIP的最核心特徵在於其組織學上出現的『粒細胞上皮損傷』，這一點與第一型的特徵明顯不同，因此選項C是正確的。"
84,"Osmotic laxatives 滲透性瀉劑中,關於Lactulose 的敘述何者錯誤?","(A)作為瀉劑之機轉為加強水分進入腸道以軟化糞便,同時藥物代謝物能刺激腸胃蠕動","(B)代謝物包含 acetate 以及 lactate,其助於酸化腸道",(C)上述選項能促進 ammonia (NH3)轉換為ammonium (NH4+),(D)應留意副作用如惡化肝性腦病變,D,Lactulose（乳果糖）在結腸內會被細菌分解為有機酸（Lactate 與 Acetate），這會強烈酸化腸道環境，促使易被吸收的毒性游離氨（NH3）轉化為不被腸道吸收的銨離子（NH4+）並隨糞便排出。因此，它是臨床上用來「治療與緩解」肝性腦病變的首選第一線核心王牌藥物，而非其引發的副作用。,消化系統藥理學,林凡立,"📖 chatGPT 學長背景知識

- 『Lactulose』是一種常用的『滲透性瀉劑』，主要用於治療便秘及肝性腦病變。
- 其機轉為通過增加腸道內的『水分』來軟化糞便，並且其代謝物可刺激腸道蠕動。
- Lactulose 在腸道中被細菌發酵，產生『醋酸』和『乳酸』，這些代謝物有助於降低腸道pH值，進而促進『氨』(NH3)轉換為『銨』(NH4+)。
- 雖然Lactulose的使用對於改善肝性腦病變有益，但需注意其副作用，特別是對於已存在的肝性腦病變患者，可能會因為腸道內氨的變化而惡化病情。

綜合以上觀點，選項D提到的副作用是正確的，因為在某些情況下，Lactulose的使用可能會導致肝性腦病變的惡化。因此，選項D的敘述是正確的，並不錯誤。"
85,"關於治療大腸激躁症(IBS)的藥物 Alosetron,下列敘述何者錯誤?",(A)屬於5-HT3-receptor antagonist,(B)核准於治療女性 constipation-predominant IBS,"(C)可減少 5-HT3對EPAN的活化,減少腸胃傳遞不適感至中樞","(D)可減少5-HT3 對 myenteric IPAN的活化,降低腸道收縮","B,C",本題因原考卷在選項 B、C 出現了同義錯植，經集體申覆後送分。在學術藥理定義上，Alosetron 屬於 5-HT3 受體拮抗劑，其唯一的法定臨床適應症是核准用於治療「重度且對常規治療無效之女性『腹瀉型大腸激躁症(Diarrhea-predominant IBS)』」，而非便秘型。,消化系統藥理學,林凡立,"📖 chatGPT 學長背景知識

大腸激躁症（IBS）是一種常見的腸道功能性疾病，Alosetron 是一種專門用於治療女性便秘型 IBS 的藥物，其主要作用機制為『5-HT3 受體拮抗劑』。以下是對選項的綜合解析：

- Alosetron 透過拮抗『5-HT3 受體』，減少腸道內部感覺神經（EPAN）及腸道運動神經（myenteric IPAN）的活化，從而降低腸道的過度收縮與不適感。
- 選項 (A) 正確，因為 Alosetron 確實屬於『5-HT3 受體拮抗劑』。
- 選項 (B) 也正確，Alosetron 確實被核准用於治療女性的便秘型 IBS。
- 選項 (C) 正確，因為 Alosetron 可減少 5-HT3 對 EPAN 的活化，降低腸胃傳遞不適感至中樞。
- 選項 (D) 錯誤，因為 Alosetron 的作用主要是減少腸道的過度收縮，而不是降低 myenteric IPAN 的活化。

因此，正確答案為選項 (D)，因為其描述不符合 Alosetron 的實際作用機制。"
86,"關於止吐藥物 Aprepitant, Netupitant 及 Rolapitant 此類藥物,下列敘述何者錯誤?",(A)屬於 Neurokinin (NK) receptor agonists,(B)可併用 5-HT3-receptor antagonists 及 corticosteroids 以控制化療引起之遲發性噁心嘔吐(delayed chemotherapy-induced N/V),(C)主要作用於中樞之CTZ及 vomiting center,(D)屬於 NK receptor antagonists,A,字尾為 -pitant 的藥物（如 Aprepitant）其核心機轉為高度特異性穿透 BBB 的「Neurokinin-1 (NK1) 受體拮抗劑（Antagonists）」，藉由阻斷 Substance P 訊號來強力止吐，非活化劑（Agonists）。,消化系統藥理學,林凡立,"📖 chatGPT 學長背景知識  
Aprepitant、Netupitant及Rolapitant屬於『神經激素』(Neurokinin) 受體拮抗劑，主要針對『NK-1受體』進行作用，並非『激動劑』(agonists)。這些藥物主要用於控制化療引起的『遲發性噁心嘔吐』(delayed chemotherapy-induced N/V)，並可與『5-HT3受體拮抗劑』及『皮質類固醇』合併使用以增強療效。它們的作用主要集中於中樞神經系統的『化學感受器觸發區』(CTZ)及『嘔吐中樞』(vomiting center)，有效減少噁心與嘔吐的發生。因此，選項(A)的描述為錯誤，因為這些藥物並不屬於『激動劑』，而是『拮抗劑』。"
87,"治療消化道靜脈曲張甚至出血(variceal hemorrhage)之藥物敘述,下列何者錯誤?","(A)Somatostatin 透過減少 glucagon 分泌,進一步減少內臟血流而降低門靜脈壓","(B)Vasopressin可收縮內臟動脈,減少後端門靜脈血流輸出之壓力","(C)Octreotide 為 Somatostatin 類似物,可直接收縮腸胃道血管以減少肝門靜脈壓","(D)Terlipressin 為 Vasopressin之類似物,臨床上用於 variceal bleeding",C,Octreotide（奧曲肽）與天然體抑素相同，其降低門脈高壓的核心機制是「藉由強力抑制多種擴血管胃腸激素（如 Glucagon）的釋放」，進而間接造成內臟血管強烈收縮、減少流入靜脈的血流量。它並「不是」直接作用在平滑肌上引起直接收縮。,消化系統藥理學,林凡立,"📖 chatGPT 學長背景知識  
在治療消化道靜脈曲張及其出血的藥物中，主要目的是降低『門靜脈壓』，以減少出血風險。以下是各選項的核心觀念：

- **Somatostatin**：透過減少『glucagon』分泌，降低內臟血流，進而降低門靜脈壓，這是正確的描述。
- **Vasopressin**：可收縮內臟動脈，減少後端門靜脈的血流壓力，這也是正確的。
- **Octreotide**：作為Somatostatin的類似物，主要作用是減少內臟血流，但其機制並非直接收縮腸胃道血管，而是透過抑制內分泌來降低門靜脈壓，這裡的描述不夠精確。
- **Terlipressin**：是Vasopressin的類似物，臨床上確實用於治療靜脈曲張出血，這是正確的。

綜合以上分析，選項C的描述不夠準確，因此為錯誤選項。Octreotide的作用機制應強調其對內臟血流的調節，而非直接收縮血管。"
88,下圖顯示三張連續的大腸黏膜微細病理切片。由左到右其正確的診斷排列順序分別為何?,"(A)Adenocarcinoma, tubular adenoma, normal mucosa","(B)Normal mucosa, adenocarcinoma, tubular adenoma","(C)Tubular adenoma, adenocarcinoma, normal mucosa","(D)Normal mucosa, adenocarcinoma, normal mucosa",B,左圖可見隱窩排列工整、細胞分化成熟且杯狀細胞極多，為正常大腸黏膜（Normal mucosa）；中圖腺體背靠背、嚴重浸潤間質且細胞具高度異型性，為大腸腺癌（Adenocarcinoma）；右圖可見細胞偽複層核深染但無明顯基底膜侵犯，為典型的管狀腺瘤（Tubular adenoma）。,病理學實驗：消化道系統,賴薇安,"📖 chatGPT 學長背景知識

在大腸病理學中，『腺癌』、、『腺瘤』及『正常黏膜』的鑑別至關重要。大腸腺瘤是良性病變，可能進一步演變為『腺癌』，而正常黏膜則顯示健康的組織結構。

1. 『正常黏膜』：顯示正常的腸道結構，無異常細胞增生或變化。
2. 『腺瘤』：可見腺體結構的增生，細胞排列不規則，可能有輕度至中度的異型性，通常為良性，但需定期監測。
3. 『腺癌』：細胞異型性明顯，腺體結構破壞，細胞增生迅速，並可能侵入周圍組織。

根據這些病理特徵，正確的診斷順序應該是從『正常黏膜』開始，接著是『腺癌』，最後是『腺瘤』，因為腺瘤通常在腺癌之前出現。因此，正確答案為選項B：『正常黏膜、腺癌、腺瘤』。"
89,下圖顯示一食道腫瘤病理切片（含有豐富細胞質、可見明顯的角化珠 Keratin pearl 與 dyskeratotic cells，且排列凌亂高度侵犯間質）。關於此腫瘤的敘述何者錯誤？https://raw.githubusercontent.com/jimmy0922236561-cmd/my-quiz-website/main/quize_image/113-final-89.jpg,(A)此腫瘤為食道最常見的惡性腫瘤。,(B)此腫瘤的特色為細胞質豐富、可能觀察到 Keratin pearl 與 dyskeratotic cells。,(C)可發現排列凌亂之腫瘤細胞侵犯間質，所以此為一侵襲癌。,(D)此腫瘤位於消化道，屬於腺癌的一種。,D,病理顯微切片下只要見到極為特異的「角化珠（Keratin pearl）」及異常角化細胞（Dyskeratotic cells），即可 100% 斷定其起源為上皮分化而來的「鱗狀細胞癌（Squamous cell carcinoma）」，在分類上絕非屬於腺癌。,病理學實驗：消化道系統,賴薇安,"📖 chatGPT 學長背景知識

- 食道最常見的惡性腫瘤為『鱗狀細胞癌』，而非腺癌。
- 鱗狀細胞癌的病理特徵包括『豐富細胞質』、可見的『角化珠（Keratin pearl）』及『dyskeratotic cells』，這些都是典型的鱗狀細胞癌表現。
- 此腫瘤通常呈現『排列凌亂』的細胞結構，並且會『侵犯間質』，顯示其侵襲性。
- 腺癌主要發生於食道下段，通常與『胃食道逆流』及『巴瑞特食道』有關，並不符合此題描述的特徵。

綜合以上觀點，選項 (D) 的敘述為錯誤，因為該腫瘤並非腺癌，而是食道最常見的惡性腫瘤——鱗狀細胞癌。此腫瘤的病理特徵與描述完全吻合，故選擇 (D) 為正確答案。"
90,關於偽膜性大腸炎(Pseudomembranous colitis)的敘述，何者正確？,(A)此疾病為感染性疾病。,(B)此疾病屬自體免疫疾病。,(C)偽膜指的是在腸道表面的一層膜狀構造，由高度增生的上皮細胞所構成。,(D)此疾病的發生與先前使用抗生素無關。,A,(A)正確，其是由難辨梭狀芽孢桿菌（Clostridium difficile）毒素引發的典型腸道「感染性疾病」。(B)非自體免疫疾病。(C)所謂偽膜，是由發炎壞死的上皮細胞碎屑、纖維素（Fibrin）及大量黏液中性粒細胞混合而成的斑塊狀滲出物，並非由活的上皮細胞增生構成。(D)此菌感染與「先前長期/過量暴露廣效抗生素（導致腸道正常菌叢死光）」具有高度因果相關。,病理學實驗：消化道系統,賴薇安,"📖 chatGPT 學長背景知識  
偽膜性大腸炎（Pseudomembranous colitis）是一種由『Clostridium difficile』感染引起的腸道疾病，通常與抗生素使用有關。以下是關於此疾病的核心觀念：

- 此疾病為『感染性疾病』，主要由『C. difficile』毒素引起，導致腸道炎症。
- 偽膜是由『壞死的腸道上皮細胞』、白血球及纖維素組成，並非由增生的上皮細胞構成。
- 抗生素的使用會破壞腸道正常菌群，促使『C. difficile』過度生長，進而引發此疾病。
- 此疾病並不屬於『自體免疫疾病』，因其病因明確且與感染有關。

綜合以上觀點，正確的選項為(A)，因為偽膜性大腸炎確實是一種感染性疾病，且其發生與先前使用抗生素密切相關。選項(B)、(C)及(D)均不正確，因為它們未能正確反映此疾病的病理生理及相關因素。"
